"genus_species","population_id","lifespan_days","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","latitude","longitude","realm_general2","maximum_body_size_svl_hbl_cm"
"Perca fluviatilis","Perca fluviatilis_52.29_NA","8030","","","none","none",52.29,18.24,"Freshwater","60"
"Perca fluviatilis","Perca fluviatilis_52.34_NA","8030","","","none","none",52.34,18.35,"Freshwater","60"
"Perca fluviatilis","Perca fluviatilis_58.44_NA","8030","","","none","none",58.44,38.42,"Freshwater","60"
"Pimephales notatus","Pimephales notatus_36.94_NA","2920","","","none","none",36.94,-81.05,"Freshwater","11"
"Pomoxis nigromaculatus","Pomoxis nigromaculatus_40.2_NA","5475","","","none","none",40.2,-89.47,"Freshwater","49"
"Pseudacris triseriata","Pseudacris triseriata_40.55_NA","1825","","","0.958","0.958",40.55,-105.017,"Terrestrial","3.9"
"Pseudacris triseriata","Pseudacris triseriata_40.6_NA","1825","","","0.958","0.958",40.6,-105.017,"Terrestrial","3.9"
"Rutilus rutilus","Rutilus rutilus_52.29_NA","5110","","","none","none",52.29,18.24,"Freshwater","50.2"
"Rutilus rutilus","Rutilus rutilus_52.34_NA","5110","","","none","none",52.34,18.35,"Freshwater","50.2"
"Rutilus rutilus","Rutilus rutilus_58.44_NA","5110","","","none","none",58.44,38.42,"Freshwater","50.2"
"Salmo trutta","Salmo trutta_36.94_NA","13870","","","none","none",36.94,-81.05,"Freshwater","140"
"Salvelinus alpinus","Salvelinus alpinus_54.31_NA","14600","0.458","0.458","none","none",54.31,-2.95,"Freshwater","107"
"Salvelinus alpinus","Salvelinus alpinus_54.4_NA","14600","0.458","0.458","none","none",54.4,-2.95,"Freshwater","107"
"Salvelinus fontinalis","Salvelinus fontinalis_36.94_NA","8760","","","none","none",36.94,-81.05,"Freshwater","86"
"Salvelinus fontinalis","Salvelinus fontinalis_51.51_NA","8760","","","none","none",51.51,-86.68,"Freshwater","86"
"Sander vitreus","Sander vitreus_45.45_NA","10585","0.208","0.208","none","none",45.45,-94.43,"Freshwater","107"
"Sander vitreus","Sander vitreus_47.5_NA","10585","0.208","0.208","none","none",47.5,-100.48,"Freshwater","107"
"Scardinius erythrophthalmus","Scardinius erythrophthalmus_52.29_NA","6935","","","none","none",52.29,18.24,"Freshwater","61.7"
"Scardinius erythrophthalmus","Scardinius erythrophthalmus_52.34_NA","6935","","","none","none",52.34,18.35,"Freshwater","61.7"
"Siphateles bicolor","Siphateles bicolor_39.19_NA","12775","","","none","none",39.19,-77.3,"Freshwater","45"
"Notophthalmus viridescens","Notophthalmus viridescens_43.3_NA","5475","","","0.458 and 0.958","0.458 and 0.958",43.3,-72.783,"Terrestrial","14"
"Pogonichthys macrolepidotus","Pogonichthys macrolepidotus_38.23_NA","2555","","","none","none",38.23,-122.03,"Freshwater","44"
"Mauremys reevesii","Mauremys reevesii_19.766667_NA","8869.5","","","","",19.766667,110.316667,"Freshwater","24"
"Mauremys reevesii","Mauremys reevesii_30.316667_NA","8869.5","","","","",30.316667,120.416667,"Freshwater","24"
"Catostomus commersonii","Catostomus commersonii_43.22_NA","6205","","","none","none",43.22,-86.35,"Freshwater","65"
"Coregonus artedi","Coregonus artedi_45.3_NA","4745","","","none","none",45.3,-94.11,"Freshwater","57"
"Dryophytes versicolor","Dryophytes versicolor_41.569_NA","2825","","","0.958","0.958",41.569,-80.456,"Terrestrial","6"
"Hypomesus transpacificus","Hypomesus transpacificus_37.9_NA","730","","","none","none",37.9,-122.32,"Freshwater","12"
"Lithobates pipiens","Lithobates pipiens_33.323_NA","3285","","","0.958","0.958",33.323,-87.46,"Terrestrial","16.5"
"Odontophrynus occidentalis","Odontophrynus occidentalis_-31.527_NA","unk","","","","",-31.527,-68.521,"Terrestrial","2.87"
"Pseudacris triseriata","Pseudacris triseriata_34.683_NA","1825","","","0.958","0.958",34.683,-82.837,"Terrestrial","3.9"
"Rhinella granulosa","Rhinella granulosa_-27.087_NA","unk","","","none","none",-27.087,-54.95,"Terrestrial","9"
"Rhinella marina","Rhinella marina_-27.553_NA","9052","","","0.458 and 0.958","0.458 and 0.958",-27.553,153.056,"Terrestrial","24.1"
"Salmo trutta","Salmo trutta_55.04_NA","13870","","","none","none",55.04,-1.43,"Freshwater","140"
"Ambystoma tigrinum","Ambystoma tigrinum_40.841_NA","9125","","","0.958","0.958",40.841,-99.101,"Terrestrial","33"
"Ascaphus truei","Ascaphus truei_41.823_NA","5110","","","none","none",41.823,-123.94,"Terrestrial","5"
"Buergeria japonica","Buergeria japonica_23.435_NA","2190","","","","",23.435,120.636,"Terrestrial","3.7"
"Buergeria japonica","Buergeria japonica_23.456_NA","2190","","","","",23.456,120.605,"Terrestrial","3.7"
"Buergeria japonica","Buergeria japonica_24.027_NA","2190","","","","",24.027,121.187,"Terrestrial","3.7"
"Buergeria japonica","Buergeria japonica_24.063_NA","2190","","","","",24.063,120.811,"Terrestrial","3.7"
"Buergeria japonica","Buergeria japonica_24.553_NA","2190","","","","",24.553,121.5,"Terrestrial","3.7"
"Buergeria japonica","Buergeria japonica_24.868_NA","2190","","","","",24.868,121.544,"Terrestrial","3.7"
"Lithobates sylvaticus","Lithobates sylvaticus_41.902_NA","1898","","","0.958","0.958",41.902,-72.08,"Terrestrial","8.3"
"Lithobates sylvaticus","Lithobates sylvaticus_45.517_NA","1898","","","0.958","0.958",45.517,-73.3,"Terrestrial","8.3"
"Gobiomorphus basalis","Gobiomorphus basalis_-37.27_NA","2920","","","none","none",-37.27,174.87,"Freshwater","9"
"Gobiomorphus basalis","Gobiomorphus basalis_-35.15_NA","2920","","","none","none",-35.15,173.68,"Freshwater","9"
"Ameiurus nebulosus","Ameiurus nebulosus_39.92_NA","3285","","","0.958","0.958",39.92,-75.13,"Freshwater","55"
"Ameiurus nebulosus","Ameiurus nebulosus_41.65_NA","3285","","","0.958","0.958",41.65,-82.83,"Freshwater","55"
"Ameiurus nebulosus","Ameiurus nebulosus_42.08_NA","3285","","","0.958","0.958",42.08,-81.34,"Freshwater","55"
"Ameiurus nebulosus","Ameiurus nebulosus_43.64_NA","3285","","","0.958","0.958",43.64,-79.49,"Freshwater","55"
"Ameiurus nebulosus","Ameiurus nebulosus_45.83_NA","3285","","","0.958","0.958",45.83,-78.42,"Freshwater","55"
"Aplodinotus grunniens","Aplodinotus grunniens_42.08_NA","4745","","","none","none",42.08,-81.34,"Freshwater","95"
"Campostoma anomalum","Campostoma anomalum_35.66_NA","2190","","","none","none",35.66,-97.47,"Freshwater","22"
"Campostoma anomalum","Campostoma anomalum_39.97_NA","2190","","","none","none",39.97,-82.81,"Freshwater","22"
"Campostoma anomalum","Campostoma anomalum_39_NA","2190","","","none","none",39,-84,"Freshwater","22"
"Campostoma anomalum","Campostoma anomalum_38.603_NA","2190","","","none","none",38.603,-91.45,"Freshwater","22"
"Carassius auratus","Carassius auratus_33.22_NA","14965","","","none","none",33.22,-97.15,"Freshwater","48"
"Carassius auratus","Carassius auratus_35.66_NA","14965","","","none","none",35.66,-97.47,"Freshwater","48"
"Carassius auratus","Carassius auratus_42.08_NA","14965","","","none","none",42.08,-81.34,"Freshwater","48"
"Cyprinodon macularius","Cyprinodon macularius_31.94_NA","730","","","none","none",31.94,-113.02,"Freshwater","7.2"
"Etroplus suratensis","Etroplus suratensis_11.49_NA","1555","","","none","none",11.49,79.76,"Freshwater","40"
"Myrmecocystus depilis","Myrmecocystus depilis_32.32_NA","6205","","","0.458","0.458",32.32,-106.76,"Terrestrial","0.8"
"Fundulus heteroclitus","Fundulus heteroclitus_31.11_NA","1580","","","","",31.11,-81.44,"Freshwater","15"
"Fundulus heteroclitus","Fundulus heteroclitus_37.16_NA","1580","","","","",37.16,-76.52,"Freshwater","15"
"Gila robusta","Gila robusta_37.2_NA","3650","","","none","none",37.2,-113.26,"Freshwater","43"
"Lepomis macrochirus","Lepomis macrochirus_29.48_NA","3650","","","none","none",29.48,-81.68,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_31.45_NA","3650","","","none","none",31.45,-98.95,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_34.18_NA","3650","","","none","none",34.18,-111.71,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_35.66_NA","3650","","","none","none",35.66,-97.47,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_38.968_NA","3650","","","none","none",38.968,-92.723,"Freshwater","41"
"Morone saxatilis","Morone saxatilis_35.66_NA","10950","0.958","0.208","none","none",35.66,-97.47,"Freshwater","200"
"Pimephales promelas","Pimephales promelas_34.18_NA","1825","","","none","none",34.18,-111.71,"Freshwater","10.1"
"Pimephales promelas","Pimephales promelas_35.21_NA","1825","","","none","none",35.21,-97.45,"Freshwater","10.1"
"Retropinna retropinna","Retropinna retropinna_-37.27_NA","1460","","","none","none",-37.27,174.87,"Freshwater","8.6"
"Rhinichthys osculus","Rhinichthys osculus_34.18_NA","2190","","","none","none",34.18,-111.71,"Freshwater","11"
"Rhinichthys osculus","Rhinichthys osculus_37.2_NA","2190","","","none","none",37.2,-113.26,"Freshwater","11"
"Rhinichthys osculus","Rhinichthys osculus_42.87_NA","2190","","","none","none",42.87,-109.87,"Freshwater","11"
"Rhinichthys osculus","Rhinichthys osculus_43.22_NA","2190","","","none","none",43.22,-110.02,"Freshwater","11"
"Scatophagus argus","Scatophagus argus_11.49_NA","4380","","","none","none",11.49,79.76,"Freshwater","38"
"Scatophagus argus","Scatophagus argus_13.21_NA","4380","","","none","none",13.21,100.93,"Freshwater","38"
"Thymallus arcticus","Thymallus arcticus_59.835428_NA","6570","0.292","0.708","none","none",59.835428,-134.2827,"Freshwater","76"
"Agosia chrysogaster","Agosia chrysogaster_32.874_NA","1095","","","","",32.874,-110.809,"Freshwater","0.9"
"Ambloplites rupestris","Ambloplites rupestris_42.08_NA","2920","","","none","none",42.08,-81.34,"Freshwater","43"
"Ameiurus catus","Ameiurus catus_38.28_NA","5110","","","none","none",38.28,-76.42,"Freshwater","95"
"Ameiurus catus","Ameiurus catus_41.24_NA","5110","","","none","none",41.24,-73.92,"Freshwater","95"
"Anaxyrus boreas","Anaxyrus boreas_34_304.8","4197.5","","","0.958","0.958",34,-117.689,"Terrestrial","12.5"
"Anaxyrus boreas","Anaxyrus boreas_34_304.8","4197.5","","","0.958","0.958",34,-117.693,"Terrestrial","12.5"
"Anaxyrus boreas","Anaxyrus boreas_34_304.8","4197.5","","","0.958","0.958",34,-118.033,"Terrestrial","12.5"
"Anaxyrus boreas","Anaxyrus boreas_35_2743.2","4197.5","","","0.958","0.958",35,-120.087,"Terrestrial","12.5"
"Anaxyrus boreas","Anaxyrus boreas_52_304.8","4197.5","","","0.958","0.958",52,-121.587,"Terrestrial","12.5"
"Anaxyrus cognatus","Anaxyrus cognatus_31_304.8","3890","","","0.958","0.958",31,-110.331,"Terrestrial","11.4"
"Anaxyrus cognatus","Anaxyrus cognatus_35.223_NA","3890","","","0.958","0.958",35.223,-97.439,"Terrestrial","11.4"
"Cyprinodon macularius","Cyprinodon macularius_32.874_NA","730","","","none","none",32.874,-110.809,"Freshwater","7.2"
"Myrmecocystus depilis","Myrmecocystus depilis_36.68_NA","6205","","","0.458","0.458",36.68,-108.31,"Terrestrial","0.8"
"Gila robusta","Gila robusta_32.874_NA","3650","","","none","none",32.874,-110.809,"Freshwater","43"
"Lepomis macrochirus","Lepomis macrochirus_35.57_NA","3650","","","none","none",35.57,-97.63,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_40.79_NA","3650","","","none","none",40.79,-80.47,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_41.03_NA","3650","","","none","none",41.03,-75.47,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_42.08_NA","3650","","","none","none",42.08,-81.34,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_32.874_NA","3650","","","none","none",32.874,-110.809,"Freshwater","41"
"Oncorhynchus clarkii","Oncorhynchus clarkii_48.810782_NA","3650","","","none","none",48.810782,-121.882818,"Freshwater","99"
"Pimephales promelas","Pimephales promelas_33.21_NA","1825","","","none","none",33.21,-97.15,"Freshwater","10.1"
"Pimephales promelas","Pimephales promelas_33.22_NA","1825","","","none","none",33.22,-97.15,"Freshwater","10.1"
"Pimephales promelas","Pimephales promelas_35.75_NA","1825","","","none","none",35.75,-86.43,"Freshwater","10.1"
"Pimephales promelas","Pimephales promelas_32.874_NA","1825","","","none","none",32.874,-110.809,"Freshwater","10.1"
"Pseudacris regilla","Pseudacris regilla_34_304.8","1095","","","0.958","0.958",34,-117.689,"Terrestrial","5"
"Pseudacris regilla","Pseudacris regilla_35_2743.2","1095","","","0.958","0.958",35,-120.087,"Terrestrial","5"
"Pseudacris regilla","Pseudacris regilla_46.77_NA","1095","","","0.958","0.958",46.77,-113.714,"Terrestrial","5"
"Retropinna retropinna","Retropinna retropinna_-35.15_0","1460","","","none","none",-35.15,173.68,"Freshwater","8.6"
"Retropinna retropinna","Retropinna retropinna_-37.595991_NA","1460","","","none","none",-37.595991,175.104216,"Freshwater","8.6"
"Rhinichthys osculus","Rhinichthys osculus_32.874_NA","2190","","","none","none",32.874,-110.809,"Freshwater","11"
"Acris crepitans","Acris crepitans_37.626_NA","1788.5","","","0.958","0.958",37.626,-89.498,"Terrestrial","3.8"
"Acris crepitans","Acris crepitans_40.514_NA","1788.5","","","0.958","0.958",40.514,-88.991,"Terrestrial","3.8"
"Acris crepitans","Acris crepitans_42.779_NA","1788.5","","","0.958","0.958",42.779,-96.929,"Terrestrial","3.8"
"Ambystoma macrodactylum","Ambystoma macrodactylum_44.881_1140","3650","","","0.958","0.958",44.881,-117.115,"Terrestrial","24.8"
"Ambystoma macrodactylum","Ambystoma macrodactylum_45.593_2470","3650","","","0.958","0.958",45.593,-116.972,"Terrestrial","24.8"
"Ambystoma macrodactylum","Ambystoma macrodactylum_46.4_420","3650","","","0.958","0.958",46.4,-117.001,"Terrestrial","24.8"
"Lithobates berlandieri","Lithobates berlandieri_22.7963195_NA","kunk","","","0.958","0.958",22.7963195,-95.51239,"Terrestrial","12"
"Lithobates berlandieri","Lithobates berlandieri_35.255_NA","kunk","","","0.958","0.958",35.255,-97.352,"Terrestrial","12"
"Lithobates clamitans","Lithobates clamitans_42_NA","2000","","","0.958","0.958",42,-73.135,"Terrestrial","10.8"
"Ranoidea aurea","Ranoidea aurea_-34.929_NA","3650","","","none","none",-34.929,138.6,"Terrestrial","9.39"
"Ranoidea aurea","Ranoidea aurea_-39_304.8","3650","","","none","none",-39,146.333,"Terrestrial","9.39"
"Ranoidea aurea","Ranoidea aurea_-38_304.8","3650","","","none","none",-38,148.174,"Terrestrial","9.39"
"Ranoidea aurea","Ranoidea aurea_-37_304.8","3650","","","none","none",-37,145.887,"Terrestrial","9.39"
"Ranoidea aurea","Ranoidea aurea_-34_304.8","3650","","","none","none",-34,151.342,"Terrestrial","9.39"
"Ceratitis capitata","Ceratitis capitata_-33.67_NA","365","","","none","none",-33.67,19.62,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-33.39_NA","365","","","none","none",-33.39,18.57,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-33.34_NA","365","","","none","none",-33.34,19.57,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-33.01_NA","365","","","none","none",-33.01,19,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-28.47_NA","365","","","none","none",-28.47,20.46,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-25.06_NA","365","","","none","none",-25.06,31.05,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-23.05_NA","365","","","none","none",-23.05,30.17,"Terrestrial","0.5"
"Ceratitis capitata","Ceratitis capitata_-1.28_NA","365","","","none","none",-1.28,36.82,"Terrestrial","0.5"
"Drosophila melanogaster","Drosophila melanogaster_-37.815338_NA","65","","","0.458","0.458",-37.815338,144.963226,"Terrestrial","0.3"
"Drosophila melanogaster","Drosophila melanogaster_-17.525_NA","65","","","0.458","0.458",-17.525,146.031845,"Terrestrial","0.3"
"Ambloplites rupestris","Ambloplites rupestris_36.94_NA","2920","","","none","none",36.94,-81.05,"Freshwater","43"
"Ameiurus nebulosus","Ameiurus nebulosus_41.24_NA","3285","","","0.958","0.958",41.24,-73.92,"Freshwater","55"
"Ameiurus nebulosus","Ameiurus nebulosus_45.73_NA","3285","","","0.958","0.958",45.73,-78.4,"Freshwater","55"
"Aplodinotus grunniens","Aplodinotus grunniens_38.34_NA","4745","","","none","none",38.34,-90.37,"Freshwater","95"
"Campostoma anomalum","Campostoma anomalum_36.94_NA","2190","","","none","none",36.94,-81.05,"Freshwater","22"
"Esox lucius","Esox lucius_38.34_NA","10950","","","none","none",38.34,-90.37,"Freshwater","137"
"Esox lucius","Esox lucius_58.44_NA","10950","","","none","none",58.44,38.42,"Freshwater","137"
"Esox masquinongy","Esox masquinongy_51.51_NA","10950","","","none","none",51.51,-86.68,"Freshwater","183"
"Lepomis macrochirus","Lepomis macrochirus_28.62_NA","3650","","","none","none",28.62,-81.63,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_36.94_NA","3650","","","none","none",36.94,-81.05,"Freshwater","41"
"Lepomis macrochirus","Lepomis macrochirus_38.34_NA","3650","","","none","none",38.34,-90.37,"Freshwater","41"
"Morone saxatilis","Morone saxatilis_41.24_NA","10950","0.958","0.208","none","none",41.24,-73.92,"Freshwater","200"
"Morone saxatilis","Morone saxatilis_45.37_NA","10950","0.958","0.208","none","none",45.37,-63.26,"Freshwater","200"
"Oncorhynchus clarkii","Oncorhynchus clarkii_37.68_NA","3650","","","none","none",37.68,-106.86,"Freshwater","99"
"Oreochromis mossambicus","Oreochromis mossambicus_-24.96_NA","4015","","","none","none",-24.96,29.3,"Freshwater","39"
"Oreochromis mossambicus","Oreochromis mossambicus_27.89_NA","4015","","","none","none",27.89,-81.41,"Freshwater","39"
"Thymallus arcticus","Thymallus arcticus_45.66_NA","6570","0.292","0.708","none","none",45.66,-112.9,"Freshwater","76"
"Trachemys scripta elegans","Trachemys scripta elegans_19.766667_NA","15074.5","","","none","none",19.766667,110.316667,"Freshwater","29"
"Trachemys scripta elegans","Trachemys scripta elegans_30.316667_NA","15074.5","","","none","none",30.316667,120.416667,"Freshwater","29"
"Agosia chrysogaster","Agosia chrysogaster_33.08_NA","1095","","","","",33.08,-108.46,"Freshwater","0.9"
"Esox lucius","Esox lucius_47.1_NA","10950","","","none","none",47.1,-93.45,"Freshwater","137"
"Esox masquinongy","Esox masquinongy_42.24_NA","10950","","","none","none",42.24,-79.48,"Freshwater","183"
"Lithobates clamitans","Lithobates clamitans_37.621_NA","2000","","","0.958","0.958",37.621,-84.199,"Terrestrial","10.8"
"Gobiomorphus cotidianus","Gobiomorphus cotidianus_-37.27_NA","1825","","","none","none",-37.27,174.87,"Freshwater","15"
"Gobiomorphus cotidianus","Gobiomorphus cotidianus_-35.15_NA","1825","","","none","none",-35.15,173.68,"Freshwater","15"
"Ictalurus punctatus","Ictalurus punctatus_33.157701_NA","8760","","","none","none",33.157701,-97.005377,"Freshwater","132"
"Lepomis cyanellus","Lepomis cyanellus_33.157701_NA","3285","","","none","none",33.157701,-97.005377,"Freshwater","31"
"Sander vitreus","Sander vitreus_40.83_NA","10585","0.208","0.208","none","none",40.83,-92.88,"Freshwater","107"
"Oncorhynchus mykiss","Oncorhynchus mykiss_38.63_NA","4015","0.208","0.208","none","none",38.63,-121.22,"Freshwater","122"
"Esox masquinongy","Esox masquinongy_42.184965_NA","10950","","","none","none",42.184965,-79.430775,"Freshwater","183"
"Pimephales promelas","Pimephales promelas_33.157701_NA","1825","","","none","none",33.157701,-97.005377,"Freshwater","10.1"
"Palirhoeus eatoni","Palirhoeus eatoni_-53.09_5","unk","","","none","none",-53.09,73.5,"Terrestrial","0.55"
"Palirhoeus eatoni","Palirhoeus eatoni_-46.9_2","unk","","","none","none",-46.9,37.73,"Terrestrial","0.55"
"Ischnura elegans","Ischnura elegans_43.637947_NA","540","","","none","none",43.637947,4.846958,"Freshwater","3.5"
"Pleurodema thaul","Pleurodema thaul_-27.40019_NA","1825","","","0.458","0.458",-27.40019,-70.26691,"Freshwater","6.296"
"Pleurodema thaul","Pleurodema thaul_-27.35388_NA","1825","","","0.458","0.458",-27.35388,-70.34879,"Freshwater","6.296"
"Rhynchocypris oxycephalus","Rhynchocypris oxycephalus_30.23_NA","1460","","","none","none",30.23,120.09,"Freshwater","17.2"
"Rhynchocypris oxycephalus","Rhynchocypris oxycephalus_40.24_NA","1460","","","none","none",40.24,122.45,"Freshwater","17.2"
"Gymnocephalus cernua","Gymnocephalus cernua_52.29_NA","4015","","","none","none",52.29,18.24,"Freshwater","25"
"Gymnocephalus cernua","Gymnocephalus cernua_52.381587_NA","4015","","","none","none",52.381587,18.313734,"Freshwater","25"
"Glossina pallidipes","Glossina pallidipes_-13_600","160","","","none","none",-13,31.5,"Terrestrial","1.5"
"Squalius cephalus","Squalius cephalus_52.29_NA","5475","","","none","none",52.29,18.24,"Freshwater","60"
"Squalius cephalus","Squalius cephalus_52.34_NA","5475","","","none","none",52.34,18.35,"Freshwater","60"
"Lampropholis coggeri","Lampropholis coggeri_-19.359822_NA","1095","","","","",-19.359822,146.479397,"Terrestrial","4.5"
"Lampropholis coggeri","Lampropholis coggeri_-19.020205_NA","1095","","","","",-19.020205,146.150026,"Terrestrial","4.5"
"Temnothorax curvispinosus","Temnothorax curvispinosus_41.508556_NA","5475","","","0.958","0.958",41.508556,-81.61302,"Terrestrial","0.059"
"Lithobates catesbeiana","Lithobates catesbeiana_35.255_NA","5840","","","0.958","0.958",35.255,-97.352,"Terrestrial","20.3"
"Lithobates catesbeiana","Lithobates catesbeiana_42_304.8","5840","","","0.958","0.958",42,-73.135,"Terrestrial","20.3"
"Lithobates catesbeiana","Lithobates catesbeiana_39.507_NA","5840","","","0.958","0.958",39.507,-84.745,"Terrestrial","20.3"
"Lithobates catesbeiana","Lithobates catesbeiana_39.44_NA","5840","","","0.958","0.958",39.44,-84.522,"Terrestrial","20.3"
"Limnodynastes tasmaniensis","Limnodynastes tasmaniensis_-31_762-1371.6","2190","","","none","none",-31,151.667,"Terrestrial","5.05"
"Litoria ewingii","Litoria ewingii_-31_762-1371.6","unk","","","0.458","0.458",-31,151.667,"Terrestrial","5"
"Pseudophryne bibronii","Pseudophryne bibronii_-31_762-1371.6","2190","","","0.458","0.458",-31,151.667,"Terrestrial","3.6"
"Takydromus hsuehshanensis","Takydromus hsuehshanensis_24.14_2400-3200","unk","","","0.792","0.292",24.14,121.28,"Terrestrial","7.2"
