"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference"
2219,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","30",34.683,-82.837,"","Clemson, South Carolina",3,40.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2220,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","30",34.683,-82.837,"","Clemson, South Carolina",3,40.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2221,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,37.4,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2222,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,37.4,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2223,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38,"tmax",NA,NA,4,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2224,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38,"tmax",NA,NA,4,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2225,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.1,"tmax",NA,NA,7,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2226,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.1,"tmax",NA,NA,7,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2227,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.2,"tmax",NA,NA,3,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2228,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.2,"tmax",NA,NA,3,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2229,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.5,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2230,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.5,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2231,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.6,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2232,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.6,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2233,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.9,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2234,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","20",34.683,-82.837,"","Clemson, South Carolina",4,38.9,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2235,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,36.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2236,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,36.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2237,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,36.5,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2238,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,36.5,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2239,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,37.7,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2240,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,37.7,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2241,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,38,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2242,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,38,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2243,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,38.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2244,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,38.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2245,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,38.2,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2246,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Pseudacris triseriata_34.683_NA_-82.837","10",34.683,-82.837,"","Clemson, South Carolina",5,38.2,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Pseudacris","triseriata","3.9","Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015"
2486,"Rhinella granulosa","Chordata","Amphibia","Anura","Bufonidae",NA,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.","Rohr","Rhinella granulosa_-27.087_NA_-54.95","20",-27.087,-54.95,"","Northeastern Argentina",4,40.4,"tmax",NA,NA,15,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Rhinella","granulosa","9","Oliveira et al., 2017","","J. E. Carvalho et al., 2010","non-migratory","","","","","Nikki","unk",""
2489,"Rhinella marina","Chordata","Amphibia","Anura","Bufonidae",NA,"Floyd, R. B. 1983. Ontogenetic change in the temperature tolerance of larval Bufo marinus (Anura, Bufonidae). Comparative Biochemistry and Physiology Part A 75:267-271.","Rohr","Rhinella marina_-27.553_NA_153.056","35",-27.553,153.056,"","Brisbane, Queensland",NA,37.8,"tmax",NA,NA,10,"critical","Movement could no longer be stimulated, even by prodding","1",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Rhinella","marina","24.1","Oliveira et al., 2017","Summer and Winter","AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9052","Oliveira et al., 2017"
2490,"Rhinella marina","Chordata","Amphibia","Anura","Bufonidae",NA,"Floyd, R. B. 1983. Ontogenetic change in the temperature tolerance of larval Bufo marinus (Anura, Bufonidae). Comparative Biochemistry and Physiology Part A 75:267-271.","Rohr","Rhinella marina_-27.553_NA_153.056","25",-27.553,153.056,"","Brisbane, Queensland",NA,38,"tmax",NA,NA,10,"critical","Movement could no longer be stimulated, even by prodding","1",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Rhinella","marina","24.1","Oliveira et al., 2017","Summer and Winter","AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9052","Oliveira et al., 2017"
