"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2"
981,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",20,42.9,-70.81,"","Hampton New Hampshire US",21,36.01,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
982,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",20,42.9,-70.81,"","Hampton New Hampshire US",21,37.57,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
983,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",20,42.9,-70.81,"","Hampton New Hampshire US",21,36.17,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
949,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",5,34.73,-76.72,"","Morehead City North Carolina US",21,30.88,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
950,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",5,34.73,-76.72,"","Morehead City North Carolina US",21,32.93,"tmax",1.5,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
951,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",5,34.73,-76.72,"","Morehead City North Carolina US",21,30.97,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
952,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",20,34.73,-76.72,"","Morehead City North Carolina US",21,37.11,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
953,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",20,34.73,-76.72,"","Morehead City North Carolina US",21,38.53,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
954,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_-76.72",20,34.73,-76.72,"","Morehead City North Carolina US",21,37.35,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
1228,"Ischnura elegans","Arthropoda","Insecta","Odonata","Coenagrionidae","Nikki","Op_de_Beeck_et_al_2017","intratherm_team","Ischnura elegans_56.183239_10.650469",20,56.183239,10.650469,"","Ahl Hage, Ahlvej, Ebeltoft, Denmark",17,44.60683761,"tmax",0.136752137,"SE",NA,"critical","upper_critical_limit","0.3",NA,NA,"held","summer",NA,"Adult",NA,"Marine",NA,"Ischnura","elegans",3.5,"Watson & Dallwitz, 2019","","","non-migratory","","","","","Nikki","540","Piersanti et al., 2015","N","","","","","",""
1229,"Ischnura elegans","Arthropoda","Insecta","Odonata","Coenagrionidae","Nikki","Op_de_Beeck_et_al_2017","intratherm_team","Ischnura elegans_56.183239_10.650469",24,56.183239,10.650469,"","Ahl Hage, Ahlvej, Ebeltoft, Denmark",17,44.96503238,"tmax",0.144680851,"SE",NA,"critical","upper_critical_limit","0.3",NA,NA,"held","summer",NA,"Adult",NA,"Marine",NA,"Ischnura","elegans",3.5,"Watson & Dallwitz, 2019","","","non-migratory","","","","","Nikki","540","Piersanti et al., 2015","N","","","","","",""
2837,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_-107.37",19,24.82,-107.37,"","Estado de Sonora Mexico",30,37.71,"tmax",0.5,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2838,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_-107.37",22,24.82,-107.37,"","Estado de Sonora Mexico",30,38.79,"tmax",0.5,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2839,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_-107.37",25,24.82,-107.37,"","Estado de Sonora Mexico",30,40.02,"tmax",0.7,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2840,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_-107.37",28,24.82,-107.37,"","Estado de Sonora Mexico",30,40.9,"tmax",0.57,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2841,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_-107.37",31,24.82,-107.37,"","Estado de Sonora Mexico",30,41.31,"tmax",0.62,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
290,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.79_-61.14",25,14.79,-61.14,"","Petite Savane, Martinique",10,35.5,"tmax",0.2,"SE",11,"critical","loss_righting_responses","1",NA,NA,"held","summer","500","Adult","Only subspecies A. r. summus","Terrestrial",NA,"Anolis","roquet",8.6,"Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009","N","","","","","",""
291,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.8_-61.14",25,14.8,-61.14,"","Morne Calebasse, Martinique",10,35.2,"tmax",0.2,"SE",9,"critical","loss_righting_responses","1",NA,NA,"held","summer","650","Adult","Only subspecies A. r. summus","Terrestrial",NA,"Anolis","roquet",8.6,"Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009","N","","","","","",""
292,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.81_-61.12",24,14.81,-61.12,"","Habitation Eden, Martinique",10,35.9,"tmax",0.2,"SE",8,"critical","loss_righting_responses","1",NA,NA,"held","summer","350","Adult","Only subspecies A. r. summus","Terrestrial",NA,"Anolis","roquet",8.6,"Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009","N","","","","","",""
293,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.82_-61.11",25,14.82,-61.11,"","Habitation Ajoupa, Martinique",10,35.9,"tmax",0.2,"SE",7,"critical","loss_righting_responses","1",NA,NA,"held","summer","175","Adult","Two subspecies collected : A. roquet summus & A. roquet majolgris","Terrestrial",NA,"Anolis","roquet",8.6,"Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009","N","","","","","",""
294,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.85_-61.09",25,14.85,-61.09,"","Anse Clavet, Martinique",10,36,"tmax",0.1,"SE",7,"critical","loss_righting_responses","1",NA,NA,"held","summer","20","Adult","Two subspecies collected : A. roquet summus & A. roquet majolgris","Terrestrial",NA,"Anolis","roquet",8.6,"Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009","N","","","","","",""
2019,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_43.316667_11.316667",20,43.316667,11.316667,"inferred","Siena, Province of Siena, Italy",35,38.11134939,"tmax",0.074998252,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","October",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
2021,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_44.533333_6.266667",20,44.533333,6.266667,"inferred","Chorges, Provence-Alpes-Cote d'Azur, France",35,37.68660404,"tmax",0.081816275,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","July",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
2023,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_50.066667_8.683333",20,50.066667,8.683333,"inferred","Frankfurt, Hesse, Germany",35,37.90904641,"tmax",0.102270343,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","July",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
2025,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_52.316667_9.916667",20,52.316667,9.916667,"inferred","Hannover, Lower Saxony, Germany",35,37.7415678,"tmax",0.109053402,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","August",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
2027,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_53.716667_9.966667",20,53.716667,9.966667,"inferred","Hamburg, Germany",35,37.53464954,"tmax",0.074998252,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","August",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
2055,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_56.366667_9.933333",20,56.366667,9.933333,"inferred","Mols, Central Denmark, Denmark",35,37.0803944,"tmax",0.081816275,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","September",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
2057,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_57.720921_10.58388",20,57.720921,10.58388,"inferred","Skagen, North Denmark, Denmark",35,36.76424792,"tmax",0.109088366,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","August",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta",0.4,"Driessen, 2007","","","non-migratory","","","","","Nikki","unk","","N","","","","","",""
1801,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",5,32.32,-106.76,"","Las Cruces, New Mexico, USA",0,47.2,"tmax",1.7,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1802,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",5,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.041666667,46.4,"tmax",0.8,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1803,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",5,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.25,47.8,"tmax",0.5,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1804,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",5,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.458333333,48.3,"tmax",0.7,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1805,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",15,32.32,-106.76,"","Las Cruces, New Mexico, USA",0,47.2,"tmax",1.7,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1806,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",15,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.041666667,48,"tmax",0.9,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1807,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",15,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.25,47.8,"tmax",0.7,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1808,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",15,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.458333333,47.2,"tmax",1.2,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1809,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",25,32.32,-106.76,"","Las Cruces, New Mexico, USA",0,47.2,"tmax",1.7,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1810,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",25,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.041666667,47.4,"tmax",0.9,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1811,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",25,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.25,47,"tmax",1.3,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1812,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",25,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.458333333,49.2,"tmax",1.7,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1813,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",35,32.32,-106.76,"","Las Cruces, New Mexico, USA",0,47.2,"tmax",1.7,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1814,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",35,32.32,-106.76,"","Las Cruces, New Mexico, USA",0.5,48,"tmax",1.5,"CI",5,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
1815,"Myrmecocystus depilis","Arthropoda","Insecta","Hymenoptera","Formicidae","FL","Kay_1978","intratherm_team","Myrmecocystus depilis_32.32_-106.76",35,32.32,-106.76,"","Las Cruces, New Mexico, USA",1.041666667,49.2,"tmax",0.8,"CI",10,"critical","righting_ability","1",NA,NA,"24",NA,NA,NA,NA,"Terrestrial",NA,"Myrmecocystus","depilis",0.8,"“Myrmecocystus depilis,” n.d.","Summer","“Myrmecocystus species group,” n.d.","non-migratory","","","","","Wilco+Piero/Nikki","6205","Holldobler & Wilson, 1990","N","","","0.458","0.625","",""
