"","intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km...migratory.only.","season_when_away_100km...migratory.only.","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","raster_mean"
"1480",147,"Ameiurus catus","Ameiurus","catus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus catus_38.28_NA",20,38.28,-76.42,"","Ameiurus","catus","Patuxent River Maryland US",NA,31,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3-4 years (NatureServe Explorer)","1095","3-4 years (NatureServe Explorer)","Y","1-10","MOVEMENT: 89% returned to original locations 2-4km away (Smith+ J. M.+ Michel+ C. J.+ Huff+ D. D.+ Hovel+ R.+ Hayes+ S. A.+ & Lindley+ S. T. (2017). Determining predator distribution and movement with sonic telemetry. Testing the Effects of Manipulated Predator Densities and Environmental Variables on Juvenile Salmonid Survival in the lower San Joaquin River+ 147.) LARVAE: spawn over nests (IUCN Red List)",NA,"95","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"5110","14 years max (AnAge)",NA,NA
"1481",149,"Ameiurus catus","Ameiurus","catus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus catus_41.24_NA",7.5,41.24,-73.92,"","Ameiurus","catus","Hudson River US",NA,25.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3-4 years (NatureServe Explorer)","1095","3-4 years (NatureServe Explorer)","Y","1-10","MOVEMENT: 89% returned to original locations 2-4km away (Smith+ J. M.+ Michel+ C. J.+ Huff+ D. D.+ Hovel+ R.+ Hayes+ S. A.+ & Lindley+ S. T. (2017). Determining predator distribution and movement with sonic telemetry. Testing the Effects of Manipulated Predator Densities and Environmental Variables on Juvenile Salmonid Survival in the lower San Joaquin River+ 147.) LARVAE: spawn over nests (IUCN Red List)",NA,"95","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"5110","14 years max (AnAge)",NA,NA
"1482",150,"Ameiurus catus","Ameiurus","catus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus catus_41.24_NA",16.5,41.24,-73.92,"","Ameiurus","catus","Hudson River US",NA,27.9,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3-4 years (NatureServe Explorer)","1095","3-4 years (NatureServe Explorer)","Y","1-10","MOVEMENT: 89% returned to original locations 2-4km away (Smith+ J. M.+ Michel+ C. J.+ Huff+ D. D.+ Hovel+ R.+ Hayes+ S. A.+ & Lindley+ S. T. (2017). Determining predator distribution and movement with sonic telemetry. Testing the Effects of Manipulated Predator Densities and Environmental Variables on Juvenile Salmonid Survival in the lower San Joaquin River+ 147.) LARVAE: spawn over nests (IUCN Red List)",NA,"95","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"5110","14 years max (AnAge)",NA,NA
"1483",151,"Ameiurus catus","Ameiurus","catus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus catus_41.24_NA",22,41.24,-73.92,"","Ameiurus","catus","Hudson River US",NA,33,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3-4 years (NatureServe Explorer)","1095","3-4 years (NatureServe Explorer)","Y","1-10","MOVEMENT: 89% returned to original locations 2-4km away (Smith+ J. M.+ Michel+ C. J.+ Huff+ D. D.+ Hovel+ R.+ Hayes+ S. A.+ & Lindley+ S. T. (2017). Determining predator distribution and movement with sonic telemetry. Testing the Effects of Manipulated Predator Densities and Environmental Variables on Juvenile Salmonid Survival in the lower San Joaquin River+ 147.) LARVAE: spawn over nests (IUCN Red List)",NA,"95","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","30.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"5110","14 years max (AnAge)",NA,NA
"1484",169,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_41.24_NA",24,41.24,-73.92,"","Ameiurus","nebulosus","Hudson River US",NA,35.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1485",187,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_45.73_NA",6,45.73,-78.4,"","Ameiurus","nebulosus","Lake Opeongo Ontario Canada",NA,28.9,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1486",188,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_45.73_NA",13,45.73,-78.4,"","Ameiurus","nebulosus","Lake Opeongo Ontario Canada",NA,31,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1487",189,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_45.73_NA",20,45.73,-78.4,"","Ameiurus","nebulosus","Lake Opeongo Ontario Canada",NA,33.4,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1488",190,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_45.73_NA",26,45.73,-78.4,"","Ameiurus","nebulosus","Lake Opeongo Ontario Canada",NA,35.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1489",191,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_45.73_NA",31.2,45.73,-78.4,"","Ameiurus","nebulosus","Lake Opeongo Ontario Canada",NA,36.9,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1490",192,"Ameiurus nebulosus","Ameiurus","nebulosus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Yoder et al. 2012","Comte","Ameiurus nebulosus_45.73_NA",36,45.73,-78.4,"","Ameiurus","nebulosus","Lake Opeongo Ontario Canada",NA,37.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1095","3rd year (NatureServe Explorer)","1095","3rd year (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity within 4.2 km of initial capture location+ even after return from upstream migration (https://doi.org/10.1577/T04-086.1)",NA,"55","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","winter","may burrow to escape adverse environmental conditions (fishbase+ NatureServe Explorer)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.045-0.197","4.5-19.7ha throughout season (https://doi.org/10.1577/T04-086.1)","3285","6-8 average (NatureServe Explorer) 9 years max (fishbase)",NA,NA
"1491",295,"Aplodinotus grunniens","Aplodinotus","grunniens","Chordata","Teleostei","Perciformes","Sciaenidae",NA,"Cvancara et al. 1977","Comte","Aplodinotus grunniens_38.34_NA",31,38.34,-90.37,"","Aplodinotus","grunniens","Mississippi River US",NA,32.8,"tmax",NA,"SD",20,"lethal","death","0.07",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"730","4-6 years (NatureServe Explorer)","730","2-4 years (NatureServe Explorer)",NA,"1-10","LARVAE: PLD 7 days; pelagic eggs that float at surface+ hatch in 4 days and stay at surface for 3 more days (NatureServe Explorer+ https://animaldiversity.org/accounts/Aplodinotus_grunniens/)",NA,"95","TL male/unsexed -fishbase","45","TL male/unsexed -fishbase","45","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"4745","13 years max+ 6-8 years average (fishbase + NatureServe Explorer)",NA,NA
"1492",341,"Campostoma anomalum","Campostoma","anomalum","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Cherry et al. 1977","Comte","Campostoma anomalum_36.94_NA",30,36.94,-81.05,"","Campostoma","anomalum","New River drainage US",7,31,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,"730","2-4 years depending on location (NatureServe Explorer)","730","2-4 years depending on location (NatureServe Explorer)","Y","1-10","MOVEMENT: site fidelity is variable+ may move large distances up- and down-stream during a single day within a general location or they may completely abandon an area if a large predator moves into a pool (https://doi.org/10.1139/f97-083)",NA,"22","TL male/unsexed -fishbase","18.7","TL male/unsexed -fishbase","18.7","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","6 years max reported (https://animaldiversity.org/accounts/Campostoma_anomalum/)",NA,NA
"1493",813,"Esox lucius","Esox","lucius","Chordata","Teleostei","Esociformes","Esocidae",NA,"Cvancara et al. 1977","Comte","Esox lucius_38.34_NA",31,38.34,-90.37,"","Esox","lucius","Mississippi River US",NA,30.8,"tmax",NA,"SD",20,"lethal","death","0.07",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1116","AnAge","889","AnAge",NA,"1-10","MOVEMENT: exhibit both natal-site and spawning-site fidelity+ populations separated by 14.8 km (https://doi.org/10.1577/1548-8659(2001)130<0307:SSANSF>2.0.CO;2 ) movements daily of 4km max with most less than 1km (https://doi.org/10.1577/1548-8659(1977)106<560:MAHPON>2.0.CO;2) GENETIC: microsat suggests reproductive isolation of overlapping populations found (https://doi.org/10.1577/1548-8659(2001)130<0307:SSANSF>2.0.CO;2 ) LARVAE: ""young remain in spawning habitat for several weeks after hatching"" so assume larval dispersal small (IUCN Redlist)",NA,"137","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","none","no difference between winter and summer movements (https://doi.org/10.1577/1548-8659(1977)106<560:MAHPON>2.0.CO;2)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0002-0.95","0Â·02â€“0Â·95 ha (https://doi.org/10.1111/j.1095-8649.2008.01989.x)","10950","12 years+ 30 years max (fishbase) (https://animaldiversity.org/accounts/Esox_lucius/)",NA,NA
"1494",826,"Esox lucius","Esox","lucius","Chordata","Teleostei","Esociformes","Esocidae",NA,"Golovanov 2013","Comte","Esox lucius_58.44_NA",15,58.44,38.42,"","Esox","lucius","Rybinsk Water Reservoir Russia",14,35.2,"tmax",0.2,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","14","days",NA,"1116","AnAge","889","AnAge",NA,"1-10","MOVEMENT: exhibit both natal-site and spawning-site fidelity+ populations separated by 14.8 km (https://doi.org/10.1577/1548-8659(2001)130<0307:SSANSF>2.0.CO;2 ) movements daily of 4km max with most less than 1km (https://doi.org/10.1577/1548-8659(1977)106<560:MAHPON>2.0.CO;2) GENETIC: microsat suggests reproductive isolation of overlapping populations found (https://doi.org/10.1577/1548-8659(2001)130<0307:SSANSF>2.0.CO;2 ) LARVAE: ""young remain in spawning habitat for several weeks after hatching"" so assume larval dispersal small (IUCN Redlist)",NA,"137","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","none","no difference between winter and summer movements (https://doi.org/10.1577/1548-8659(1977)106<560:MAHPON>2.0.CO;2)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0002-0.95","0Â·02â€“0Â·95 ha (https://doi.org/10.1111/j.1095-8649.2008.01989.x)","10950","12 years+ 30 years max (fishbase) (https://animaldiversity.org/accounts/Esox_lucius/)",NA,NA
"1495",827,"Esox lucius","Esox","lucius","Chordata","Teleostei","Esociformes","Esocidae",NA,"Golovanov 2013","Comte","Esox lucius_58.44_NA",15,58.44,38.42,"","Esox","lucius","Rybinsk Water Reservoir Russia",14,33.6,"tmax",0.1,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","14","days",NA,"1116","AnAge","889","AnAge",NA,"1-10","MOVEMENT: exhibit both natal-site and spawning-site fidelity+ populations separated by 14.8 km (https://doi.org/10.1577/1548-8659(2001)130<0307:SSANSF>2.0.CO;2 ) movements daily of 4km max with most less than 1km (https://doi.org/10.1577/1548-8659(1977)106<560:MAHPON>2.0.CO;2) GENETIC: microsat suggests reproductive isolation of overlapping populations found (https://doi.org/10.1577/1548-8659(2001)130<0307:SSANSF>2.0.CO;2 ) LARVAE: ""young remain in spawning habitat for several weeks after hatching"" so assume larval dispersal small (IUCN Redlist)",NA,"137","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","40","TL male/unsexed -fishbase","Y","none","no difference between winter and summer movements (https://doi.org/10.1577/1548-8659(1977)106<560:MAHPON>2.0.CO;2)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0002-0.95","0Â·02â€“0Â·95 ha (https://doi.org/10.1111/j.1095-8649.2008.01989.x)","10950","12 years+ 30 years max (fishbase) (https://animaldiversity.org/accounts/Esox_lucius/)",NA,NA
"1496",829,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Yoder et al. 2012","Comte","Esox masquinongy_51.51_NA",25,51.51,-86.68,"","Esox","masquinongy","Ontario, Canada",NA,32.2,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,"183","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)","10950","19 typical+ 30 years max (fishbase + ADW)",NA,NA
"1497",830,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Yoder et al. 2012","Comte","Esox masquinongy_51.51_NA",27.5,51.51,-86.68,"","Esox","masquinongy","Ontario, Canada",NA,32.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,"183","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)","10950","19 typical+ 30 years max (fishbase + ADW)",NA,NA
"1498",831,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Yoder et al. 2012","Comte","Esox masquinongy_51.51_NA",30,51.51,-86.68,"","Esox","masquinongy","Ontario, Canada",NA,33.2,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,"183","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)","10950","19 typical+ 30 years max (fishbase + ADW)",NA,NA
